Hypovolemia	LVFailure	LVEDVolume	StrokeVolume	CVP	PCWP	InsuffAnesth	PulmEmbolus	Intubation	Shunt	KinkedTube	MinVolSet	VentMach	Disconnect	VentTube	VentLung	VentAlv	FiOb	PVSat	SaOb	Anaphylaxis	TPR	ArtCOb	Catechol	HR	CO	History	BP	ErrCauter	HREKG	HRSat	ErrLowOutput	HRBP	ExpCOb	PAP	Press	MinVol
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	d	d	b	c	c	b	b	a	a	a	a	b	a	b	a	b	b	a	b	b	c	d
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	d	b	c	c	b	c	a	a	b	b	b	c	b	b	b	b	b	b	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	b	c	b	b	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	a	b	c	c	b	a	b	c	c	b	c	b	b	c	b
b	b	b	b	b	b	b	b	a	a	a	b	c	b	c	a	a	b	a	a	b	c	c	b	c	b	b	b	b	c	c	b	c	a	b	c	a
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	a	b	a	b	b	b	b	b	c	b	c	c
a	b	a	a	a	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	a	b	a	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	a	b	b	a	b	b	c	b	c	a	a	b	a	a	b	b	c	b	c	c	b	c	b	c	c	b	c	a	b	c	a
b	b	c	b	b	c	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	b	b	a	b	b	b	a	a	b	b	c	b	c	c	d	b	c	c	b	b	a	a	b	a	b	a	b	b	b	b	b	b	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	a	a	b	b	b	c	a	b	c	b	b	b	b	c	c
b	b	a	b	a	a	b	b	a	a	b	b	c	b	b	b	b	b	a	a	b	c	c	b	c	c	b	c	b	c	c	b	c	d	b	b	b
b	a	b	a	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	a	b	b	a	a	a	b	b	b	b	b	b	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	c	b	c	b	b	b	b	b	c	b	c	c
a	b	a	a	a	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	a	b	b	b	b	b	b	b	c	b	c	c
a	b	a	a	a	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	a	a	b	a	b	a	b	b	b	b	b	b	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	c	c	b	b	b	a	b	b	b	a	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	c	b	a	b	c	c	b	c	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	c	b	b	b	b	b	c	b	c	c
b	b	c	b	b	c	b	b	a	a	b	b	c	b	c	c	c	a	a	a	b	b	b	b	c	c	b	b	b	c	c	b	c	c	b	c	c
b	b	b	b	b	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	c	b	a	b	c	c	b	c	c	b	c	c
b	b	b	b	b	b	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	b	c	c	b	c	b	c	c	b	c	c	b	c	c
a	b	a	a	a	a	b	b	b	a	b	b	c	b	c	a	a	b	a	a	b	c	c	b	c	b	b	c	b	c	c	b	c	a	b	a	a
a	b	a	a	a	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	b	b	b	b	b	b	a	b	c	b	c	c
b	b	b	b	b	b	b	b	c	b	b	b	c	b	c	c	b	b	a	a	b	b	c	b	c	c	b	c	b	c	c	b	c	d	b	c	c
a	b	a	a	a	a	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	b	b	a	b	a	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	a	b	b	b	b	c	c	b	b	b	c	c	b	c	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	a	a	b	a	b	a	a	b	a	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	c	c	b	c	b	a	b	b	b	c	b	b	b	b	b	c	b	c	c
b	b	b	a	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	a	b	a	b	b	b	b	b	c	b	c	c
a	b	c	a	c	c	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	b	b	a	b	c	c	b	c	c	b	c	c
a	b	a	a	a	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	a	b	a	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	d	d	b	c	c	b	b	a	a	b	b	b	b	b	b	b	b	b	b	b	c	d
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	a	a	a	b	b	b	c	c	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	c	b	c	c	b	a	b	c	c	b	c	d	b	c	c
b	b	b	b	b	b	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	b	c	c	b	c	b	c	c	b	c	c	b	c	c
b	b	a	b	a	a	b	b	a	a	b	b	c	b	c	d	d	b	c	c	b	b	b	a	b	b	b	b	b	b	b	b	b	c	b	c	d
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	b	c	c	b	c	b	c	c	b	c	c	b	c	c
b	b	b	b	b	b	a	b	a	b	b	b	c	b	c	c	c	b	b	a	b	c	b	b	b	b	b	a	b	b	b	b	b	c	b	c	c
b	b	b	b	a	b	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	c	b	b	b	b	b	b	b	b	b	b	d	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	a	a	a	a	b	a	a	b	b	c	b	c	c	b	c	b	c	c	b	c	a	b	a	a
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	a	a	b	a	b	a	a	b	b	c	b	c	c
b	b	b	b	b	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	c	b	a	b	c	c	b	c	c	b	c	c
b	a	c	b	b	c	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	a	a	b	b	b	a	a	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	c	b	a	b	c	c	b	c	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	a	b	b	b	b	b	b	a	a	b	a	c	b	c	c	b	a	b	c	c	b	c	d	b	b	b
b	b	b	b	b	a	b	b	a	b	a	b	c	b	c	b	c	b	b	a	b	b	b	b	c	c	b	c	b	c	c	b	c	c	b	d	b
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
a	b	a	a	a	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	a	b	a	b	b	b	b	b	c	b	c	c
b	b	b	c	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	c	b	c	b	b	b	b	b	c	b	c	c
a	b	a	a	a	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	c	b	c	b	b	b	b	b	c	a	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	c	a	c	c
b	b	b	c	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	c	b	b	b	a	b	c	b	c	b	b	b	b	c	c	b	b	c
a	b	a	a	a	a	b	b	b	a	a	b	c	b	c	a	a	b	a	a	b	a	c	b	c	a	b	a	a	c	b	b	c	a	b	b	a
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	b	b	c	b	b	b	a	a	c	b	c	c
b	a	c	a	c	c	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	a	a	a	b	b	b	b	b	c	b	c	d
b	b	b	b	b	b	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	b	c	a	b	a	b	c	c	b	c	c	b	c	c
b	b	b	a	b	b	b	b	a	a	b	b	c	a	a	a	a	b	a	a	b	b	c	b	c	a	b	a	a	a	a	b	b	a	a	a	a
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	b	b	c	b	b	b	b	b	c	a	c	c
b	b	b	b	b	b	b	b	a	b	b	b	c	b	c	c	c	b	b	a	b	a	b	a	a	a	b	a	b	a	a	b	a	c	b	c	c
b	b	b	c	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	c	b	c	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	a	b	c	c	b	b	b	c	c	b	c	b	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	a	b	a	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	a	b	a	a	a	b	a	a	b	a	c	b	c	c	b	a	b	c	c	b	c	a	b	d	b
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	b	b	c	a	a	c	b	b	c	b	c	d
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	c	b	a	b	c	b	b	c	c	a	c	c
b	b	b	a	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	a	b	a	b	b	b	b	b	c	b	c	c
a	b	a	a	a	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	a	b	a	b	b	b	b	b	c	b	c	c
a	b	b	a	b	b	a	b	a	a	a	b	c	b	c	b	b	b	a	a	b	c	c	b	b	a	b	b	b	b	b	b	b	d	b	d	b
b	b	b	b	b	b	b	b	c	b	b	b	c	b	c	c	b	b	a	a	b	c	c	b	c	c	b	c	b	c	c	b	c	d	b	d	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	a	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	a	b	b	b	a	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	a	b	a	a	b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	b	c	b	c	c	b	c	d	b	b	b
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	a	a	b	a	b	a	a	b	a	c	b	c	c
a	b	a	a	a	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	a	b	b	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	c	b	a	a	a	c	b	c	c	b	c	c
b	b	b	b	b	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	c	b	a	b	c	c	b	b	c	b	c	c
b	b	b	b	b	b	b	b	c	b	b	b	c	b	c	c	c	b	b	a	b	b	b	b	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	b	c	c	b	c	b	c	c	b	c	c	a	c	c
b	b	b	b	b	c	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	b	a	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	a	b	a	b	b	b	b	b	c	b	c	a
b	b	c	b	c	c	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	b	a	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	a	a	b	b	c	c	b	a	a	b	b	b	c	b	b	c	c
a	b	a	a	a	a	a	b	a	a	a	b	c	b	c	b	b	b	a	a	b	a	c	b	c	a	b	a	b	c	c	a	a	d	b	d	b
a	b	a	a	a	a	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	b	b	a	b	a	b	b	b	b	b	c	b	c	c
b	a	c	b	b	c	b	a	a	b	b	b	c	b	c	c	c	b	b	a	b	a	b	b	c	b	a	a	b	c	c	b	c	c	c	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	c	b	a	b	c	c	b	c	c	b	c	c
a	b	a	a	a	b	b	b	a	a	a	b	c	b	c	b	b	b	a	a	b	b	c	b	c	a	b	a	b	c	c	a	a	d	b	d	b
b	b	b	b	b	b	b	b	a	b	b	b	c	b	c	c	c	b	b	a	b	c	b	b	c	a	b	b	b	c	c	b	c	c	a	c	c
a	a	a	a	a	a	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	b	a	a	b	c	c	b	c	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	b	a	b	a	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	b	c	c	b	b	b	c	c	b	c	c	b	c	c
b	b	b	b	b	b	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	b	b	b	a	b	b	b	b	b	c	b	c	c
a	b	a	a	a	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	a	a	b	a	b	a	b	b	b	b	b	b	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	a	a	b	b	b	b	b	b	b	b	b	b	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	a	a	a	a	b	a	a	b	a	c	b	c	c	b	a	b	c	c	b	c	a	b	a	a
b	b	b	b	b	b	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	b	c	c	b	c	b	c	c	b	c	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	c	b	a	b	c	c	b	c	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	c	b	a	b	b	c	b	c	c	b	c	c
b	b	a	c	a	b	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	b	b	c	b	c	b	b	a	b	b	c	b	c	c
b	b	b	a	b	b	b	b	a	a	b	b	c	a	a	a	a	b	a	a	b	c	c	b	c	b	b	b	b	c	c	b	b	a	b	a	a
b	b	a	b	a	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	b	b	c	b	b	b	b	b	b	b	c	c
b	b	b	b	b	b	a	b	a	a	b	b	d	b	d	d	d	b	c	c	b	b	a	b	c	c	b	c	a	a	c	b	c	b	b	d	d
a	b	a	a	a	a	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	b	c	a	b	b	b	c	c	b	c	c	b	c	c
b	b	b	b	b	b	b	b	b	a	b	b	c	b	c	a	a	b	a	a	b	a	c	b	c	c	b	a	b	c	c	b	c	a	b	b	a
a	b	a	a	a	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	a	b	a	b	c	b	b	b	c	b	c	c
b	b	b	c	b	b	b	b	b	a	b	b	b	a	b	a	a	b	a	a	b	b	b	b	b	c	b	c	b	b	b	b	b	a	b	b	a
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	c	c	b	b	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	c	b	d	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	c	b	a	b	c	c	b	c	c	b	c	c
b	b	b	a	b	b	b	b	a	a	b	b	a	b	a	a	a	b	a	a	b	a	c	b	c	a	b	a	b	c	c	a	a	a	c	a	a
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	c	b	c	c	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	c	b	c	c	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	b	b	c	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	a	a	b	b	b	b	b	b	b	b	b	b	b	a	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	b	b	c	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	b	b	b	b	b	b	a	b	c	b	c	b
b	b	b	a	b	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	a	b	a	a	a	c	b	b	c	b	c	c
b	a	b	a	b	b	b	b	a	a	b	b	c	b	c	c	c	b	c	a	b	c	b	b	c	a	a	b	b	c	c	b	c	c	b	c	b
a	b	a	a	a	a	a	b	b	a	b	b	c	b	c	a	a	b	a	a	b	b	c	b	c	b	b	b	b	c	c	b	c	a	b	a	a
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	c	c	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	c	b	a	b	c	c	b	c	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	b	c	c	b	c	b	c	c	b	c	c	b	c	c
b	b	a	b	a	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	c	b	a	b	c	c	b	c	c	b	c	c
a	b	a	a	a	b	a	b	a	b	b	b	c	b	c	c	c	b	b	a	b	c	b	b	c	a	b	b	b	c	c	b	c	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	a	a	c	b	b	c	c	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	b	b	c	a	a	a	b	b	c	b	c	c
a	b	a	a	a	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	a	b	b	b	b	b	b	b	c	b	c	c
a	b	a	a	a	a	b	b	a	a	b	b	c	b	c	d	d	b	c	c	b	b	a	a	a	a	b	a	b	a	a	b	a	b	b	c	d
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	b	c	c	b	c	b	c	c	b	c	c	b	c	c
b	b	b	b	b	b	b	b	a	a	a	b	c	b	c	a	a	b	a	a	b	b	c	b	c	c	b	c	b	c	c	b	c	a	b	d	a
a	b	a	a	a	c	b	b	a	a	b	b	c	a	a	a	d	b	c	c	b	c	a	a	b	a	b	b	b	b	b	b	b	a	b	a	a
b	b	a	b	a	a	b	b	a	a	b	b	c	b	c	c	c	b	a	a	b	a	b	b	c	c	b	a	b	c	c	a	c	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	c	b	b	b	c	c	b	c	c	b	c	c
b	b	b	b	b	b	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	b	c	c	b	b	b	c	c	b	c	a	b	c	c
a	b	a	a	a	a	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	b	c	a	b	c	b	c	c	b	c	c	b	c	c
a	b	a	a	a	a	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	b	b	a	b	c	c	b	c	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	c	b	a	b	c	c	b	c	c	b	c	c
a	b	a	a	b	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	a	b	a	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	c	b	c	c	b	c	b	c	c	b	c	d	b	c	c
b	b	c	b	c	c	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	b	b	c	b	b	b	b	b	c	b	c	c
a	b	a	a	a	a	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	a	b	a	b	c	c	b	c	c	b	c	c
a	b	a	a	a	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	a	b	a	a	b	b	b	b	c	b	c	c
b	b	b	b	a	b	b	b	a	a	b	b	c	b	b	b	b	b	a	a	b	a	c	b	c	c	b	a	b	c	c	b	c	d	b	b	b
b	b	b	b	b	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	c	b	b	c	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	c	b	a	b	c	c	b	c	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	d	b	d	a	a	b	a	a	b	a	c	b	c	c	b	a	b	c	c	a	a	a	c	d	a
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	c	b	c	c	b	a	b	c	c	b	c	d	b	c	c
b	b	b	b	b	b	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	b	b	b	b	c	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	a	a	b	b	b	b	c	c	b	c	a	c	a	b	c	c	b	c	c
b	b	b	c	b	b	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	b	c	c	b	c	b	c	c	b	c	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	c	b	a	b	c	c	b	c	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	b	b	c	b	b	b	b	b	c	b	c	c
b	b	c	b	b	c	b	b	a	b	b	b	c	b	c	c	c	b	b	a	b	c	b	b	c	c	b	c	b	c	c	b	c	c	b	c	c
b	b	b	b	b	b	a	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	b	c	c	b	c	b	b	c	b	c	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	b	b	c	a	a	a	b	b	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	d	d	d	b	c	c	b	c	a	a	b	b	b	b	b	b	b	b	b	b	b	d	d
a	b	a	a	a	a	b	b	a	a	b	b	c	b	c	b	b	b	a	a	b	b	c	b	b	a	b	a	b	b	b	b	b	d	b	c	b
a	b	a	a	a	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	a	b	b	b	b	b	b	b	a	a	c	c
b	b	c	c	b	c	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	c	c	b	b	b	c	c	b	c	c	b	c	c
a	b	a	a	a	a	a	b	a	a	a	b	c	b	c	b	b	b	a	a	b	b	c	b	c	a	b	a	b	c	c	b	c	d	c	d	b
b	b	b	b	c	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
b	b	b	b	b	b	b	b	b	a	b	b	c	b	c	a	a	b	a	b	b	c	c	a	b	b	b	c	b	b	b	b	b	a	b	b	a
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	b	c	c	b	c	b	c	c	b	c	c	b	c	c
a	b	a	a	a	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	b	b	c	a	b	a	b	c	c	b	c	c	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	c	b	a	b	b	b	c	b	b	b	b	b	c	b	c	c
a	b	a	b	a	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	c	b	c	c
a	b	a	a	a	a	b	b	a	a	b	b	c	b	c	c	c	b	b	b	b	a	c	a	b	a	b	a	b	b	b	b	b	d	b	c	c
b	b	b	b	b	b	b	b	a	a	b	b	c	b	c	c	c	b	b	a	b	c	b	b	c	c	b	c	b	c	c	b	c	c	b	c	c
b	b	b	b	b	b	a	b	a	a	b	b	c	b	c	a	a	b	a	a	b	a	c	b	c	c	b	a	b	b	c	a	b	a	b	b	a
a	b	a	a	a	a	b	b	a	a	a	b	c	b	c	a	a	b	a	a	b	a	c	b	a	a	b	a	b	a	a	b	a	a	b	d	b
b	b	b	b	b	b	b	b	a	a	b	b	d	b	d	d	b	b	a	a	b	b	c	b	c	c	b	c	b	c	c	b	c	d	b	d	d
b	b	c	b	c	c	b	b	a	a	b	b	c	a	a	d	d	b	c	c	b	a	a	a	b	b	b	a	b	b	b	b	b	b	b	a	b
